name,address,city,state,postal_code,latitude,longitude,google_place_id
MOTI MAHAL DELUX,1149 1 AVENUE,Manhattan,NY,10065,40.761962134319,-73.960252193945,ChIJA3C4DuhYwokR2UT5yg9AZR0
CORKY'S DINER,2535 GRAND CONCOURSE,Bronx,NY,10468,40.863277599272,-73.896514265255,ChIJszkw2obzwokR1vHpM5NdZLM
MMM...THATS A WRAP,3801 30 AVENUE,Queens,NY,11103,40.764210690228,-73.915664351276,ChIJxfVljVdfwokRWAEumTkvWyY
JESSIE'S EXPRESS CAFE,411 8 AVENUE,Manhattan,NY,10001,40.749979802805,-73.995080694248,ChIJXVPs2rFZwokRlTweYdOITp0
THE BUTCHER'S DAUGHTER,19 KENMARE STREET,Manhattan,NY,10012,40.720533954323,-73.994682435308,ChIJiYsEnohZwokR8oZK_TgmSjY
TINY'S DINER,3603 RIVERDALE AVENUE,Bronx,NY,10463,40.886690890724,-73.90705631532,ChIJ1Utopb7zwokRSSF80m4XCQY
BLUE COLLAR,160 HAVEMEYER STREET,Brooklyn,NY,11211,40.711353261282,-73.95770342961,ChIJqzsHPOBbwokRx_MN2OEJ6BM
FLAVAS INTERNATIONAL GRILL,854 GERARD AVENUE,Bronx,NY,10451,40.826997988362,-73.925224936692,ChIJZcNgby30wokRQ4h79RFfLBA
CHIPOTLE MEXICAN GRILL,275 GREENWICH STREET,Manhattan,NY,10007,40.715214166354,-74.011240301245,ChIJF0D6pyJawokRVIcjAmO2sMY
MIDDLE BRANCH,154 EAST   33 STREET,Manhattan,NY,10016,40.745504151901,-73.979703367567,ChIJW9_FLwZZwokRTb3xWwh9tDs
E-CHIBAN SUSHI JAPANESE RESTAURANT,6647 FRESH POND ROAD,Queens,NY,11385,40.70749995569,-73.897427912276,ChIJPYNsm4NewokReFWl6Dr7sYU
PROSPECT BAR & GRILL,545 5 AVENUE,Brooklyn,NY,11215,40.665857680441,-73.9890492074,ChIJxacKYONawokRjHUAXrnflcc
TAKESUSHI,4346 42 STREET,Queens,NY,11104,40.744573812143,-73.922221382615,ChIJzWqEZdhewokRg3H5Q-5B90g
CHECKERS,13933 245 STREET,Queens,NY,11422,40.665152810337,-73.734570045466,ChIJm3zuNBdkwokRhjKWvXovBHI
GREENWICH VILLAGE COMEDY CLUB,99 MACDOUGAL STREET,Manhattan,NY,10012,40.72949573651,-74.00092005567,ChIJKY_bJ5JZwokRhFfEO7KDagI
GREEN OLIVE PIZZA,27111 UNION TPKE,Queens,NY,11040,40.751867722884,-73.702815096973,ChIJQ-PjfD1iwokRiLCSMPIgunQ
SUBWAY,3920 BROADWAY,Manhattan,NY,10032,40.838529892314,-73.941594180993,ChIJEQh3fIb2wokR9auwfmctvDo
POPEYES,970 FLATBUSH AVENUE,Brooklyn,NY,11226,40.647688359167,-73.95815836127,ChIJ1aaOTEdbwokRoXYcURNRLps
TOOKER ALLEY,793 WASHINGTON AVENUE,Brooklyn,NY,11238,40.672889776166,-73.962803739168,ChIJfWsxfApbwokRoeneq1jrv3o
JOYFUL DRAGON CHINESE RESTAURANT,2829 EDSON AVENUE,Bronx,NY,10469,40.869371269613,-73.833682225274,ChIJf2St-raMwokRRLmFT-RbU3U
AUNTIE ANNE'S PRETZELS,625 ATLANTIC AVENUE,Brooklyn,NY,11217,40.683449625587,-73.975615594405,ChIJG9SSKR5bwokRNPVLq-iNlMA
LITTLE RASCAL,163 ELIZABETH STREET,Manhattan,NY,10012,40.720830399035,-73.994898866996,ChIJL8FQnohZwokRtuZZu_mQ_xI
SARKU JAPAN TERIYAKI & SUSHI EXPRESS,13336 WHITESTONE EXPRESSWAY,Queens,NY,11354,40.768551656353,-73.835898920922,ChIJjfGj_QNgwokR7x2Ywj95_CI
BLAKE AND TODD,52 EAST   53 STREET,Manhattan,NY,10022,40.75943804744,-73.973551803596,ChIJi_2Vc_tYwokRWeBvlvZlebg
CRISTINA DELI,1237 150TH ST,Queens,NY,11357,40.789639368422,-73.814113694772,ChIJ-14jyJSKwokRDuJ8hkEKavk
NUEVAS BRISAS DEL VALLE,9014 37TH AVE,Queens,NY,11372,40.750539402637,-73.87664092071,ChIJWb9SurpfwokRguqH06aJ6l8
MOLASSES BOOKS,770 HART STREET,Brooklyn,NY,11237,40.700738240776,-73.923888433951,ChIJPwMNNBtcwokRpqb-cnbs76s
PUERTO PLATA RESTAURANT,14919 JAMAICA AVENUE,Queens,NY,11435,40.701951231084,-73.805220085275,ChIJ-wuz4NpgwokRkyhEigizZAo
JUMBO CHINESE KITCHEN,11304 JAMAICA AVENUE,Queens,NY,11418,40.697892476017,-73.835492890193,ChIJo0w5cKxgwokR1f-N31Lhz10
HEAVY WOODS,50 WYCKOFF AVENUE,Brooklyn,NY,11237,40.705726644854,-73.921527494728,ChIJpwu_dB1cwokRB_7Vq9WZDh0
ISLAND SOFT PRETZEL STOP,6 FERRY TERMINAL DRIVE,Staten Island,NY,10301,40.643769771711,-74.072828487699,ChIJS3d3CtRPwokRlDWrkQ9vPZI
MIST HARLEM,46 WEST  116 STREET,Manhattan,NY,10026,40.801465396451,-73.948395674795,ChIJMdEmOxD2wokRN-_sIGMf_ds
NEW CHUANG HING,48 HOYT STREET,Brooklyn,NY,11201,40.689155013652,-73.986070523574,ChIJVYXcVkxawokRpCDagWNkaNw
THE MARK RESTAURANT,25 EAST   77 STREET,Manhattan,NY,10075,40.775278102188,-73.963735618871,ChIJnQLwRJRYwokRAok9jZJTLrY
PEKING TASTE,262 ARDEN AVENUE,Staten Island,NY,10312,40.553076253076,-74.191731725436,ChIJ_2V8LxlLwokR1WeqpjgF5-U
"DUNKIN',' BASKIN ROBBINS",8111 BROADWAY,Queens,NY,11373,40.743229049535,-73.883518467933,ChIJg9eszgBfwokRM0V6YG67qQ8
DUNKIN',4912 FORT HAMILTON PARKWAY,Brooklyn,NY,11219,40.638259421471,-73.997834531309,ChIJIyImLDNFwokRluzGkU7O3hM
APOTHEKE/ CHEMIST,9 DOYERS STREET,Manhattan,NY,10013,40.714440677225,-73.998131447946,ChIJNxEu8SZawokRARkMLjXhyBY
JOSIE'S BAR,520 EAST    6 STREET,Manhattan,NY,10009,40.725171515811,-73.983284940046,ChIJG2-7B3hZwokRqdktPZZZbFw
JPMC CAFETERIA,383 MADISON AVENUE,Manhattan,NY,10179,40.755812976544,-73.977065284773,ChIJPaCcdf5YwokRQMbOzSn_amg
SABOR ANDINO,6314 14 AVENUE,Brooklyn,NY,11219,40.625674599648,-73.998270834901,ChIJ8QCwujtFwokR0c96Cw_Jhk4
YUE LAI BAKERY,137 EAST BROADWAY,Manhattan,NY,10002,40.713913393066,-73.991652905169,ChIJHaKaAylawokR036WHNxlvSs
The Joyce Public house,315 WEST   39 STREET,Manhattan,NY,10018,40.755631082427,-73.991882273743,ChIJ3Qb-DiRZwokRkEghX9l8a_Y
NUEVA ESPERANZA,3609 108 STREET,Queens,NY,11368,40.754492446466,-73.860383941841,ChIJz3XlesFfwokRDNyXaAohVqA
AVLEE GREEK KITCHEN,349 SMITH STREET,Brooklyn,NY,11231,40.680001928295,-73.995006557948,ChIJh3nOK1hawokRSc7911o3J3c
HOLLOW NICKEL,494 ATLANTIC AVENUE,Brooklyn,NY,11217,40.68570422082,-73.98171558228,ChIJwbvAWK1bwokRDxw1O9vNXN4
HAPPY GARDEN CHINESE RESTAURANT,2192 PITKIN AVENUE,Brooklyn,NY,11207,40.672490599903,-73.891735641935,ChIJPRSChlJcwokRybQsu0m13Oo
BAGELS & BREW,4305 BROADWAY,Queens,NY,11103,40.757780297565,-73.916455807783,ChIJY4a69zxfwokRMcLoRlzUNRE
ARCHWAY CAFE (57B on PEARL ST),57B PEARL STREET,Brooklyn,NY,11201,40.703049225092,-73.987582391545,ChIJ_R7JxzNawokRYVPgYiOzpk0
NEW KING'S FOOD RESTAURANT,127 MALCOLM X BOULEVARD,Brooklyn,NY,11221,40.689109953806,-73.930276934772,ChIJ2WqUWAtcwokRndtdwP8T5ww
TABLE 87,87 ATLANTIC AVENUE,Brooklyn,NY,11201,40.69105521085,-73.997277490156,ChIJN0LWs0VawokRlblPt3vRdBU
EL MITOTE,208 COLUMBUS AVENUE,Manhattan,NY,10023,40.775792610354,-73.979986557182,ChIJAV7F4YpYwokReQev5c3Yy18
EL VICENTINO RESTAURANT 2,2120 COLLEGE POINT BOULEVARD,Queens,NY,11356,40.780285812201,-73.846027156129,ChIJiRNMi1P1wokR9N_F8qmap2U
VICTORIO'S PIZZA PLUS,348 WEST  145 STREET,Manhattan,NY,10039,40.82375347829,-73.94413643546,ChIJiyAjh3v2wokRK5YBozpXT38
NEW PUNJAB RESTAURANT & GRILL,691 CONEY ISLAND AVENUE,Brooklyn,NY,11218,40.640582862552,-73.969149099187,ChIJ3062ojFbwokRUrwIg0LKL1M
HADJA MARLEY RESTAURANT,1139 FULTON STREET,Brooklyn,NY,11238,40.681250780151,-73.956211916011,ChIJGwwfzplbwokRj0wO8xjmFHg
SPIRO'S CAFE & PIZZA,942 4 AVENUE,Brooklyn,NY,11232,40.654610027081,-74.004112159189,ChIJG880zsBawokRUC-WDrO-qsA
RIVERSIDE CAFE,475 RIVERSIDE DRIVE,Manhattan,NY,10115,40.811094482579,-73.964167591037,ChIJWz7wQj_2wokRxipMwFTO8H0
MR FOOD INC,1787 FOREST AVENUE,Staten Island,NY,10303,40.625070689143,-74.148393510938,ChIJ_1fECbZNwokRpcxFYH6Cyw8
BONAO CHIMI RESTAURANT,76-14 JAMAICA AVENUE,Queens,NY,11421,40.691588308888,-73.865398700823,ChIJ-429yP1dwokRwrmlC7G50CQ
JIN FENG FISH BALL,4140 MAIN STREET,Queens,NY,11355,40.757126099985,-73.828989583053,ChIJz3rpERJgwokRsX811uqBsrc
MEJOR VIDA,9545 ROOSEVELT AVENUE,Queens,NY,11372,40.749093915824,-73.870089426181,ChIJO2pQK95fwokRMAunUaNOfsk
FABBRICA,34 NORTH    6 STREET,Brooklyn,NY,11249,40.71994884089,-73.962622249755,ChIJwaWhBmdZwokRccRH1_6icl4
TIKKA GRILL,2402 82 STREET,Queens,NY,11370,40.764603275767,-73.887025936547,ChIJY0u0Q55fwokRAPj2IrUmt_8
ATOMIC WINGS,311 BROADWAY,Manhattan,NY,10007,40.715494565459,-74.005205334775,ChIJk0B7xiFawokRqSwW1TZodg8
CAFE LATTE,309 CROMWELL AVENUE,Staten Island,NY,10305,40.588006759467,-74.091831500213,ChIJ_QhseMNOwokRvS40jfle_Hw
OLI 99¢ FRESH PIZZA,2 EAST BURNSIDE AVENUE,Bronx,NY,10453,40.853751527361,-73.907203737249,ChIJAQDsGnL0wokRXzEKmX3-JeY
CINNABON,5174 KINGS PLAZA MALL,Brooklyn,NY,11234,40.610112564076,-73.92200047869,ChIJ30o8q0NDwokRzt9-QWwOoeM
PETE'S CAFE,570 EAST FORDHAM ROAD,Bronx,NY,10458,40.858771617082,-73.885835054576,ChIJ_cWsyoH0wokRJAMZ80e-Mys
CHANG PAI,16612 HILLSIDE AVENUE,Queens,NY,11432,40.709568790389,-73.796205519005,ChIJXwPWAsVhwokRMKWxygKGKrg
SHUN WANG RESTAURANT,81-25 BROADWAY,Queens,NY,11373,40.743097029615,-73.883251648136,ChIJ55zQgaxfwokRQ8yxIlgDFXY
BEIT JEDDO,6917 5 AVENUE,Brooklyn,NY,11209,40.63322631283,-74.021098210809,ChIJj9-V81BFwokRdT9qHpW5rCw
SUBWAY,3942 21 STREET,Queens,NY,11101,40.755920657664,-73.940587653436,ChIJ85fd3NNYwokRCsxthM_0loc
OREGANO,102 BERRY STREET,Brooklyn,NY,11249,40.719016985907,-73.95860763538,ChIJfYQym11ZwokRDE-S8qYgy7A
NANKING,13407 ROCKAWAY BOULEVARD,Queens,NY,11420,40.674578005688,-73.803887143572,ChIJ70VPeSNnwokRo3ZJ6h_s9Hs
NISH NUSH,88 READE STREET,Manhattan,NY,10013,40.715552058545,-74.00779899067,ChIJ0zTkax9awokRgH4QnXxcRSc
TAUREAU LA SIRENE,558 BROOME STREET,Manhattan,NY,10013,40.724384836843,-74.005844609563,ChIJqW6yuoxZwokRHcasV7UhqPU
SPICE SYMPHONY,182 LEXINGTON AVENUE,Manhattan,NY,10016,40.744642520314,-73.981010047447,ChIJR1cYdAhZwokRDa395yAfh48
THE BUFFET,2007 127 STREET,Queens,NY,11356,40.781448797836,-73.84141334576,ChIJkQ6W2qyKwokRiCYtxj9YXuk
THE POMEROY,3612 DITMARS BOULEVARD,Queens,NY,11105,40.774225936645,-73.908029861289,ChIJ0-b5H2ZfwokRtFGurZEYQpw
KIKU JAPANESE CUISINE,3838 RICHMOND AVENUE,Staten Island,NY,10312,40.544509607521,-74.165444939498,ChIJg73kXKtLwokRzEL-VwIHpk0
JACK DOYLES PUB & RESTAURANT,240 WEST   35 STREET,Manhattan,NY,10001,40.752164413748,-73.991377396662,ChIJ0RAxza1ZwokRaCu1WooWYVI
BETTER HEALTH CLUB,1384 GRAND CONCOURSE,Bronx,NY,10456,40.838262857379,-73.914102838117,ChIJK8ygV231wokRt0R_lTjY7D4
GOLDEN KRUST CARIBBEAN BAKERY & GRILL,1887 ROCKAWAY PARKWAY,Brooklyn,NY,11236,40.63630409264,-73.892471941725,ChIJZbiJJOhcwokRftv07wA8XeE
STARBUCKS,50 LEXINGTON AVE,Manhattan,NY,10010,40.74043255208,-73.98430234633,ChIJOSdZs6BZwokRWvziLFNj-dA
STARBUCKS,1301 AVENUE OF THE AMERICAS,Manhattan,NY,10019,40.761237073224,-73.979456699065,ChIJgTYbjfhYwokRSxprQ460Qag
STARBUCKS,600 MADISON AVENUE,Manhattan,NY,10022,40.762621629375,-73.97212463865,ChIJh9L0uvpYwokRbdoTpcPK3OI
GELSO & GRAND,161 MULBERRY STREET,Manhattan,NY,10013,40.7196639515,-73.997175306248,ChIJS3EpUohZwokReLFKxxE_zKE
HORSES & DIVORCES,285 BEDFORD AVENUE,Brooklyn,NY,11211,40.714137797303,-73.961507280581,ChIJ__8DRGBZwokR6dfUGzBAfAc
CAFE BUUNNI,213 PINEHURST AVENUE,Manhattan,NY,10033,40.854598450743,-73.938033824029,ChIJ8yR2pKf2wokRC3eGQ4qQZt0
BARCLAYS - QATAR AIRWAYS COURTSIDE KITCHEN AND BAR,620 ATLANTIC AVENUE,Brooklyn,NY,11217,40.683446896895,-73.975691312176,ChIJv44KO5NbwokRjjO41FUV_HM
PRESS DINING ROOM,620 ATLANTIC AVENUE,Brooklyn,NY,11217,40.683446896895,-73.975691312176,ChIJo3lEaa5bwokRnuZS2oWTlLk
BARCLAY'S CENTER-SEOUL BIRD/BK MARKET,620 ATLANTIC AVENUE,Brooklyn,NY,11217,40.683446896895,-73.975691312176,ChIJo3lEaa5bwokRnuZS2oWTlLk
BUFFALO BOSS,620 ATLANTIC AVENUE,Brooklyn,NY,11217,40.683446896895,-73.975691312176,ChIJo3lEaa5bwokRnuZS2oWTlLk
HENNESSY BASELINE BAR,620 ATLANTIC AVENUE,Brooklyn,NY,11217,40.683446896895,-73.975691312176,ChIJo3lEaa5bwokRnuZS2oWTlLk
Pig Beach,620 ATLANTIC AVENUE,Brooklyn,NY,11217,40.683446896895,-73.975691312176,ChIJo3lEaa5bwokRnuZS2oWTlLk
"PAISANO'S BUTCHER BURGER, WEIGHT WATCHER",620 ATLANTIC AVENUE,Brooklyn,NY,11217,40.683446896895,-73.975691312176,
LIKKLE MORE JERK,620 ATLANTIC AVENUE,Brooklyn,NY,11217,40.683446896895,-73.975691312176,ChIJJ_W-295bwokRXnZsQlKoL2k
KOSHER GRILL,620 ATLANTIC AVENUE,Brooklyn,NY,11217,40.683446896895,-73.975691312176,ChIJo3lEaa5bwokRnuZS2oWTlLk
KOSHER SOUTH SIDE,620 ATLANTIC AVENUE,Brooklyn,NY,11217,40.683446896895,-73.975691312176,ChIJo3lEaa5bwokRnuZS2oWTlLk
SWEETS BAR,620 ATLANTIC AVENUE,Brooklyn,NY,11217,40.683446896895,-73.975691312176,ChIJo3lEaa5bwokRnuZS2oWTlLk
FOOD EDUCATION FUND,620 ATLANTIC AVENUE,Brooklyn,NY,11217,40.683446896895,-73.975691312176,ChIJo3lEaa5bwokRnuZS2oWTlLk
KINGS COUNTY DOGS,620 ATLANTIC AVENUE,Brooklyn,NY,11217,40.683446896895,-73.975691312176,ChIJo3lEaa5bwokRnuZS2oWTlLk
BARCLAYS LOWER SUITES TANDUAY BAR SOUTH CLUB LOUNGE,620 ATLANTIC AVENUE,Brooklyn,NY,11217,40.683446896895,-73.975691312176,ChIJo3lEaa5bwokRnuZS2oWTlLk
MODELO BAR/ PAISANO BURGERS/ JUNIOR'S DESSERTS,620 ATLANTIC AVENUE,Brooklyn,NY,11217,40.683446896895,-73.975691312176,ChIJKSnzQJVewokRme40boVi4uk
BARCLAYS CENTER-OVER RICE,620 ATLANTIC AVENUE,Brooklyn,NY,11217,40.683446896895,-73.975691312176,ChIJo3lEaa5bwokRnuZS2oWTlLk
FUKU,620 ATLANTIC AVENUE,Brooklyn,NY,11217,40.683446896895,-73.975691312176,ChIJo3lEaa5bwokRnuZS2oWTlLk
BROOKLYN BANGERS & DOGS,620 ATLANTIC AVENUE,Brooklyn,NY,11217,40.683446896895,-73.975691312176,ChIJo3lEaa5bwokRnuZS2oWTlLk
NENE TAQUERIA / BROOKLYN CORNER STORE,620 ATLANTIC AVENUE,Brooklyn,NY,11217,40.683446896895,-73.975691312176,ChIJS8rSNvtbwokRtZqLNnAcOhI
PARM FAMOUS ITALIAN / AMEX STORE,620 ATLANTIC AVENUE,Brooklyn,NY,11217,40.683446896895,-73.975691312176,ChIJQaOdXq5bwokRCFM4aUz3e8A
PAISANO NORTH (BARCLAYS CENTER),620 ATLANTIC AVENUE,Brooklyn,NY,11217,40.683446896895,-73.975691312176,ChIJo3lEaa5bwokRnuZS2oWTlLk
FEDOROFFS (BARCLAYS CENTER),620 ATLANTIC AVENUE,Brooklyn,NY,11217,40.683446896895,-73.975691312176,ChIJ6-oZ9lxZwokRg3G1HhqhVhM
NATHAN'S FAMOUS,620 ATLANTIC AVENUE,Brooklyn,NY,11217,40.683446896895,-73.975691312176,ChIJo3lEaa5bwokRnuZS2oWTlLk
TABLE 87,620 ATLANTIC AVENUE,Brooklyn,NY,11217,40.683446896895,-73.975691312176,ChIJN0LWs0VawokRlblPt3vRdBU
PAISANO'S BURGER,620 ATLANTIC AVENUE,Brooklyn,NY,11217,40.683446896895,-73.975691312176,ChIJo3lEaa5bwokRnuZS2oWTlLk
BUFFALO BOSS,620 ATLANTIC AVENUE,Brooklyn,NY,11217,40.683446896895,-73.975691312176,ChIJo3lEaa5bwokRnuZS2oWTlLk
BROOKLYN BANGERS & DOGS,620 ATLANTIC AVENUE,Brooklyn,NY,11217,40.683446896895,-73.975691312176,ChIJo3lEaa5bwokRnuZS2oWTlLk
BROOKLYN SNACKS,620 ATLANTIC AVENUE,Brooklyn,NY,11217,40.683446896895,-73.975691312176,ChIJu15zbK5bwokRYJigI040aiQ
BARCLAYS NORTH SUITE STOLI BAR,620 ATLANTIC AVENUE,Brooklyn,NY,11217,40.683446896895,-73.975691312176,
DUNKIN,111 WEST  110 STREET,Manhattan,NY,10026,40.798601980857,-73.953306369313,ChIJ72MgOxr2wokRMqOwgF3IpkU
"BARCLAYS, CALEXICO",620 ATLANTIC AVENUE,Brooklyn,NY,11217,40.683446896895,-73.975691312176,ChIJo3lEaa5bwokRnuZS2oWTlLk
"BARCLAYS 40, 40 CLUB BAR",620 ATLANTIC AVENUE,Brooklyn,NY,11217,40.683446896895,-73.975691312176,ChIJparNc65bwokRc_Mu9Sb-T-4
AGEHA JAPANESE FUSION,767 9 AVENUE,Manhattan,NY,10019,40.76437831887,-73.988303734675,ChIJA6vpSVdYwokR63YuczdYhWM
SALUTE KOSHER RESTAURANT,6361 108 STREET,Queens,NY,11375,40.733404809892,-73.849834389657,ChIJJzPh-CxewokRgaZMaVN6Bhw
VIA PONTE PIZZERIA,147 MCCLEAN AVENUE,Staten Island,NY,10305,40.597894291898,-74.066923154878,ChIJj6-IxhpPwokRiBO1DXyPteU
FRESCO DELI CAFE,3306 QUEENS BOULEVARD,Queens,NY,11101,40.744634626467,-73.931506974382,ChIJyfbMONRewokRVkgv5OXPlHU
ANDY'S DELI,291 BROADWAY,Manhattan,NY,10007,40.714816580157,-74.005778836563,ChIJYT9H5iFawokRkuzb52uKt80
THE INKAN,4502 23 STREET,Queens,NY,11101,40.746769256023,-73.945370554918,ChIJ5zpm8ChZwokR9z6KUQrjYvE
KARE THAI,752 10 AVENUE,Manhattan,NY,10019,40.765454523091,-73.991209608638,ChIJx4cQkFBYwokRbAip-iCqVD8
KINGSTON HALL,149 2 AVENUE,Manhattan,NY,10003,40.729363268647,-73.987122854337,ChIJN1zwQJxZwokRNFh2jY9GrVM
PARKSANBAL BABS,4110 162ND ST,Queens,NY,11358,40.761150944561,-73.803887553386,ChIJL1_grS9gwokRG5DeN535P9o
ANNIES FIRST WOK RESTAURANT,155 YORK STREET,Brooklyn,NY,11201,40.701432189695,-73.98457484221,ChIJK7jIZzNawokRPXi-cr2v-qY
EGG ROLL CHINESE RESTAURANT,1772 BROADWAY,Brooklyn,NY,11207,40.682497205043,-73.909768521968,ChIJjxGMpUFcwokRRA0PiubyV3M
PIG AND KHAO,68 CLINTON STREET,Manhattan,NY,10002,40.719330879019,-73.984927827141,ChIJrwEBvIFZwokRY4Q6tww-Am8
LOS TRES POTRILLOS,8211 ROOSEVELT AVENUE,Queens,NY,11372,40.747653825155,-73.883730853734,ChIJaXGfLqlfwokRhK7isQZNb84
ELSEWHERE ESPRESSO,335 EAST    6 STREET,Manhattan,NY,10003,40.72700831208,-73.987599557418,ChIJRVlAxJxZwokRjCZrW4x6aUg
SOPHIE'S CUBAN CUISINE,27 SMITH STREET,Brooklyn,NY,11201,40.690769128068,-73.987710895874,ChIJwdYJE0xawokR5phCkzS9TUA
THE FLATIRON ROOM,37 WEST   26 STREET,Manhattan,NY,10010,40.744171548431,-73.989902411653,ChIJiXS6uaVZwokRqjgLG65i9Gk
SIMONE'S JAMAICAN CUISINE,846 CLARKSON AVENUE,Brooklyn,NY,11203,40.656644703893,-73.93023891438,ChIJ1cT2gZxcwokRhzFBAAZbvJg
TEA BAR,506 DRIGGS AVENUE,Brooklyn,NY,11211,40.718057838683,-73.95534710731,ChIJ23ghRFxZwokRYeNPkSdRLM0
TAVOLA,488 9 AVENUE,Manhattan,NY,10018,40.755480288427,-73.9947662622,ChIJQdQ5mwdZwokRQXDOTRzWhU4
ABC BEER CO.,96 AVENUE C,Manhattan,NY,10009,40.723757270856,-73.979078660023,ChIJWaWbwHlZwokRj1wHkvB84zE
STARBUCKS,219 1 AVENUE,Manhattan,NY,10003,40.730754328112,-73.983002100127,ChIJwTC7A55ZwokRPNX9g7ngbaI
NEW OCEAN,393 LENOX AVENUE,Manhattan,NY,10027,40.810803357656,-73.943280350183,ChIJK3eGeIv3wokRF5us_H9i7DI
TAIM,45 SPRING STREET,Manhattan,NY,10012,40.721876201768,-73.996078487327,ChIJ4Us1t4hZwokRGsBUjumzejE
CAFE EVERGREEN,1367 1 AVENUE,Manhattan,NY,10021,40.768649321023,-73.955388870038,ChIJ234jKcJYwokRvgObRh3u6qY
ACTION BURGER,292 GRAHAM AVENUE,Brooklyn,NY,11211,40.712264142733,-73.944002986044,ChIJudUGWVZZwokRTSgNGmzRWkE
UNION GROUNDS,270 SMITH STREET,Brooklyn,NY,11231,40.682614864632,-73.993257686691,ChIJZRmRtVBawokRfv7s4ci5e30
CHEN'S GARDEN,304 WILLIS AVENUE,Bronx,NY,10454,40.810551962817,-73.921822472123,ChIJkwrmfcP1wokRjwwhdyN69f4
CANTINA ROOFTOP,605 WEST   48 STREET,Manhattan,NY,10036,40.764782321065,-73.995902672239,ChIJpfzLx09YwokRGSjUvvLy_Cw
RAMINI ESPRESSO BAR,265 WEST   37 STREET,Manhattan,NY,10018,40.753621849183,-73.990958519981,ChIJico0-axZwokRPeqC2TdsOKI
LIBERTADOR,404 HENRY STREET,Brooklyn,NY,11201,40.687256457772,-73.997930289696,ChIJqXKcL1tawokRWyqyfkGUeww
CHIPOTLE MEXICAN GRILL,604 2 AVENUE,Manhattan,NY,10016,40.74432048382,-73.976188692601,ChIJA4bL9wVZwokRsl7qMD2YvUg
TAQUERIA EL BUEN GUSTO,277 NEPTUNE AVENUE,Brooklyn,NY,11235,40.581200514762,-73.963517404765,ChIJVXdqoUNEwokR18TJ_ARVpEY
LORENAS FRUIT,5020 108 STREET,Queens,NY,11368,40.744399417844,-73.855522364674,ChIJBxlRSc5fwokR2EcJDoQO8KE
COMA BUENO RESTAURANT,944 COLUMBUS AVENUE,Manhattan,NY,10025,40.79949471042,-73.962685768519,ChIJpY_-BCP2wokRCoNujiGytU8
TASTE OF KERALA KITCHEN,26705 HILLSIDE AVENUE,Queens,NY,11004,40.738750310917,-73.701711866145,ChIJqRsI8WFiwokRf2IK3h7yBCg
RUNNER & STONE,285 3 AVENUE,Brooklyn,NY,11215,40.677259171085,-73.986163148418,ChIJNUFRnFVawokRYrq3moc2q6U
CENTER BAR,10 COLUMBUS CIRCLE,Manhattan,NY,10019,40.767808491195,-73.982266967297,ChIJh9FV5OJZwokRS35tUsODNCU
LA BELLA VITA,163 MULBERRY STREET,Manhattan,NY,10013,40.719746293725,-73.99714283496,ChIJWd83UYhZwokRDMwXOWImOlg
SUBWAY,329 SAND LANE,Staten Island,NY,10305,40.591759202628,-74.067752319893,ChIJ9ckGrxlPwokRxeyrwyrjyOg
SPICE,4745 VERNON BOULEVARD,Queens,NY,11101,40.744568784165,-73.953474305211,ChIJ6cCvdyRZwokRXIparXAn0K4
SWEET CHICK,164 BEDFORD AVENUE,Brooklyn,NY,11249,40.718302840715,-73.957230033332,ChIJEw37uV1ZwokRWHsTZx1hg1A
GOLDEN YEARS,221 NORTH    4 STREET,Brooklyn,NY,11211,40.71441054574,-73.956662596309,ChIJDwUS_15ZwokRGaZi0lVGBME
STRIP HOUSE,15 WEST   44 STREET,Manhattan,NY,10036,40.755121972704,-73.980739948752,ChIJpeX32v9YwokRb9hCErfiyVk
GOURMET 45,721 3 AVENUE,Manhattan,NY,10017,40.752776379499,-73.972966138331,ChIJzd77lQJZwokRjaLGW4YTHgI
M & O BAGELS,9219 101 AVENUE,Queens,NY,11416,40.683952391992,-73.847883782115,ChIJI4OoKvFdwokReru7a2qo1AU
TOM'S RESTAURANT,1229 BOARDWALK,Brooklyn,NY,11224,40.57309380974,-73.980461476579,ChIJyTdD8TREwokRpHqpZwrdpr8
SUBWAY,4024 COLLEGE POINT BOULEVARD,Queens,NY,11354,40.757443692308,-73.834053016327,ChIJvRlFFgxgwokRczYaz3kXEC4
ABOVE BALLROOM,1100 SOUTH AVENUE,Staten Island,NY,10314,40.612466807787,-74.175435897897,ChIJexZIAfpMwokRMYOHTjW_Q24
ABOVE BALLROOM,1100 SOUTH AVENUE,Staten Island,NY,10314,40.612466807787,-74.175435897897,ChIJexZIAfpMwokRMYOHTjW_Q24
COTTO MARKET-GATE C30,0 LAGUARDIA AIRPORT,Queens,NY,11369,40.774414029772,-73.877293351848,ChIJPzUKYohfwokRs3PFNkP9kXY
CIBO EXPRESS ATRIUM (CONCOURSE D),0 LAGUARDIA AIRPORT,Queens,NY,11369,40.774414029772,-73.877293351848,ChIJ03FfsoxfwokR11Fr37pbCQU
LA SULTANA CAFE,124 EAST    4 STREET,Manhattan,NY,10003,40.725416350015,-73.987621501824,ChIJH9StWoNZwokR9fISwYIztds
LITTLE CAESARS,7428 JAMAICA AVENUE,Queens,NY,11421,40.691315817632,-73.867101281105,ChIJt2o3Dd1dwokR1x2k9-dI0Bk
