name,address,city,state,postal_code,latitude,longitude,google_place_id
MORRIS PARK BAKE SHOP,1007 MORRIS PARK AVENUE,Bronx,NY,10462,40.848231224526,-73.855971889932,ChIJR2iKr6X0wokRqgE7AsCXR4Q
D.J. REYNOLDS,351 WEST   57 STREET,Manhattan,NY,10019,40.767325711553,-73.984310423617,ChIJ03By9lhYwokRfGgIPEcxNlM
RIVIERA CATERERS,2780 STILLWELL AVENUE,Brooklyn,NY,11224,40.579895663312,-73.982086655861,ChIJORtGIUtEwokRRkJrOQDvZPM
WILKEN'S FINE FOOD,7114 AVENUE U,Brooklyn,NY,11234,40.620111590927,-73.906989489698,ChIJE0bysTZDwokR8f0bBXYZjbU
TASTE THE TROPICS ICE CREAM,1839 NOSTRAND AVENUE,Brooklyn,NY,11226,40.640795017461,-73.948487981531,ChIJA9tq-09bwokR4V5qqyuYzCM
WILD ASIA,2300 SOUTHERN BOULEVARD,Bronx,NY,10460,40.850536751997,-73.88245508146,ChIJhV2BBYr1wokRyJB4xQNYDz0
1 EAST 66TH STREET KITCHEN,1 EAST   66 STREET,Manhattan,NY,10065,40.768546914232,-73.969580578452,ChIJYdHIa-lYwokRmeZUvOoldMo
NATHAN'S FAMOUS,1310 SURF AVENUE,Brooklyn,NY,11224,40.575536869421,-73.981652264112,ChIJQQaDPzVEwokRwJfPzNzyNnI
SEUDA FOODS,705 KINGS HIGHWAY,Brooklyn,NY,11223,40.606186921432,-73.965466445897,ChIJm6ureO5EwokRvq-XlFFFr2w
SAL'S DELI,12908 20 AVENUE,Queens,NY,11356,40.781673836068,-73.839415976831,ChIJ-_x_Aa2KwokRqFJJzzxM1EE
STEVE CHU'S DELI & GROCERY,3406 10 STREET,Queens,NY,11106,40.764571212478,-73.938825461701,ChIJha0ydctYwokR8fPG306kQZU
P & S DELI GROCERY,730 COLUMBUS AVENUE,Manhattan,NY,10025,40.792620635885,-73.96770961573,ChIJ10yifCf2wokRDiZPK-60xM8
ANGELIKA FILM CENTER,18 WEST HOUSTON STREET,Manhattan,NY,10012,40.725743617441,-73.997478107592,ChIJQ1RTt49ZwokRgYgqG6DdK2w
HO MEI RESTAURANT,10305 37 AVENUE,Queens,NY,11368,40.753305911581,-73.864295375778,ChIJfUggt8BfwokRD7KOaE29LJ8
SHASHEMENE INT'L RESTAURANT,195 EAST   56 STREET,Brooklyn,NY,11203,40.651983222786,-73.924574944152,ChIJD2sx45lcwokR5pK_dvOFonk
CAFE METRO,625 8 AVENUE,Manhattan,NY,10018,40.756185423077,-73.990564733785,ChIJQzxNYepZwokRCYqnc_ftZcc
BAGELS N BUNS,2491 VICTORY BOULEVARD,Staten Island,NY,10314,40.610267863828,-74.146401210286,ChIJ2SUpjTdMwokRI49oATCToIs
CARVEL,1111 HYLAN BOULEVARD,Staten Island,NY,10305,40.598553130746,-74.079646008177,ChIJZ9JH4-JOwokR9F9Jfcfhw3Q
NEW GOLDEN BILLION,976 RUTLAND ROAD,Brooklyn,NY,11212,40.662140594575,-73.92718021322,ChIJ8RMxy4VcwokR6CQvFVzJMsA
MISS MAIME'S SPOONBREAD TOO,364 WEST  110 STREET,Manhattan,NY,10025,40.80137126967,-73.96015994361,ChIJMy2SSj32wokRYJFmKli4HvA
KOSHER BAGEL HOLE,1423 AVENUE J,Brooklyn,NY,11230,40.625111128727,-73.962034339365,ChIJgwVZDcZEwokR6ynFoZpuo3g
HAPPY GARDEN,277 EAST KINGSBRIDGE ROAD,Bronx,NY,10458,40.863648812188,-73.894239617341,ChIJAVeBXIHzwokRlY9ojtEyc2A
PHILADELPHIA GRILLE EXPRESS,10004 4 AVENUE,Brooklyn,NY,11209,40.612722489797,-74.033751771822,ChIJMTjUOYZPwokRYiOvRG86diY
PETER LUGER STEAKHOUSE,178 BROADWAY,Brooklyn,NY,11211,40.709979804558,-73.962512437328,ChIJR_bK295bwokR8gM6QgEdmkY
METROPOLITAN CLUB,1 EAST   60 STREET,Manhattan,NY,10022,40.764795521845,-73.97230783434,ChIJ2bi4I_BYwokRRvRWXH7TUDw
ISLE OF CAPRI RESTURANT,1028 3 AVENUE,Manhattan,NY,10065,40.76270773611,-73.965749576014,ChIJpRVGV-9YwokRHnDd6TD7qxQ
OLD TOWN BAR & RESTAURANT,45 EAST   18 STREET,Manhattan,NY,10003,40.73759507351,-73.989647208522,ChIJw-9BIqJZwokRJHawGH7Y_kc
SEVILLA RESTAURANT,62 CHARLES STREET,Manhattan,NY,10014,40.734908378121,-74.00297328507,ChIJpx2fW5RZwokRge-7dBOrTSQ
CRIMINAL COURT BLDG CAFETERIA,100 CENTRE STREET,Manhattan,NY,10013,40.71607656565,-74.001424896229,ChIJDTph0yBawokR9WlbwRx3A6Q
GOTTSCHEER HALL,657 FAIRVIEW AVENUE,Queens,NY,11385,40.706647972614,-73.90573574011,ChIJQbogzJ1ewokRUJAowaUOLnM
NYAC MAIN DINING ROOM,180 CENTRAL PARK SOUTH,Manhattan,NY,10019,40.766718222992,-73.978736594767,ChIJkTUkH_dYwokR4WJX186l4Os
7B BAR,108 AVENUE B,Manhattan,NY,10009,40.724984562415,-73.981282649047,ChIJ_dHPIXhZwokRjbflLgfCFkM
CAFE ATELIER (ART STUDENTS LEAGUE),215 WEST   57 STREET,Manhattan,NY,10019,40.765886941316,-73.980895665472,ChIJLfifovdYwokR1ddIX26VPwQ
DONOHUE'S STEAK HOUSE,845 LEXINGTON AVENUE,Manhattan,NY,10065,40.765512884509,-73.965769788003,ChIJ3SY60u5YwokRU9T-obR5cXY
JUNIOR'S,386 FLATBUSH AVENUE EXTENSION,Brooklyn,NY,11201,40.690200145894,-73.981624196473,ChIJKSnzQJVewokRme40boVi4uk
OLD HOMESTEAD,56 9 AVENUE,Manhattan,NY,10011,40.741372224356,-74.005037755098,ChIJ7-2lDL9ZwokRvzpIH3Etebo
NEW PARK PIZZERIA & RESTAURANT,156-71 CROSSBAY BOULEVARD,Queens,NY,11414,40.663101703308,-73.840837932811,ChIJmfrimH1nwokRhflc9s_zHSU
DOUGLASTON CLUB,600 WEST DRIVE,Queens,NY,11363,40.776329722511,-73.752835442703,ChIJ3xNDnx6KwokRXJ-uCGIAv0w
THE NEW STARLING ATHLETIC CLUB OF THE BRONX,2222 HAVILAND AVENUE,Bronx,NY,10462,40.830610122115,-73.849646682665,ChIJxfWfMMn0wokRnHmWCklCA0s
CRYSTAL ROOM,67 OLYMPIA BOULEVARD,Staten Island,NY,10305,40.592814177678,-74.070677121271,ChIJ1xY6ShlPwokRo6XwbjBMGxQ
MCSORLEY'S OLD ALE HOUSE,15 EAST    7 STREET,Manhattan,NY,10003,40.728584000789,-73.989536765481,ChIJGdCSd5tZwokRfYvMyzO7qtE
SOUTH SHORE SWIMMING CLUB,6736 HYLAN BOULEVARD,Staten Island,NY,10309,40.508068517904,-74.228282145067,ChIJH8xw1ajKw4kRcHmh8rLgvdM
CORNER BISTRO,331 WEST    4 STREET,Manhattan,NY,10014,40.737924847314,-74.003861116033,ChIJ0_ZHCiRZwokRUydW_tjoTs4
DORRIAN'S RED HAND RESTAURANT,1616 2 AVENUE,Manhattan,NY,10028,40.776404966262,-73.952802065662,ChIJteIB7LtYwokRtpSjMShuna8
LA GRENOUILLE,3 EAST   52 STREET,Manhattan,NY,10022,40.759658161533,-73.975977435444,ChIJY6LmkvtYwokRF9f8cvuztK4
KEATS RESTAURANT,842 2 AVENUE,Manhattan,NY,10017,40.751598370567,-73.970894901051,ChIJhREnMB1ZwokRJZkTG2ejqQU
ARTURO'S,106 WEST HOUSTON STREET,Manhattan,NY,10012,40.727234052041,-74.000515935209,ChIJ_W7QdcJZwokR1I9MovwwnUo
YANKEE TAVERN,72 EAST  161 STREET,Bronx,NY,10451,40.827557861039,-73.925141196877,ChIJKcWnby30wokRFHtS0LZzoF8
DONUT PUB,203 WEST   14 STREET,Manhattan,NY,10011,40.738748341271,-74.000144342577,ChIJ7TDV571ZwokRvqsr3Mv_gI8
REBEN LUNCHEONETTE,229 HAVEMEYER STREET,Brooklyn,NY,11211,40.709039945161,-73.959151290226,ChIJgwNjm-BbwokRCq-MjYKT1ok
V & T RESTAURANT,1024 AMSTERDAM AVENUE,Manhattan,NY,10025,40.803329420525,-73.963611914951,ChIJtUqk7Dz2wokRsi_5j6j1DHM
JAHN'S RESTAURANT,8104 37 AVENUE,Queens,NY,11372,40.74965336582,-73.885073567329,ChIJh5G77qhfwokRQxa2rO4j0eE
J&V FAMOUS PIZZA,6322 18 AVENUE,Brooklyn,NY,11204,40.619956732515,-73.989352140632,ChIJ4TjsMiJFwokRih1T2YTQNQE
JOE ALLEN RESTAURANT,326 WEST   46 STREET,Manhattan,NY,10036,40.760178896668,-73.988882031739,ChIJ0QKr91NYwokRhzehyIw3f0s
GARGIULO'S RESTAURANT,2911 WEST   15 STREET,Brooklyn,NY,11224,40.576555331866,-73.982584323148,ChIJJ64aUTVEwokRrJN-MEyx9xM
PATSY'S ITALIAN RESTAURANT,236 WEST   56 STREET,Manhattan,NY,10019,40.765618195284,-73.98239751366,ChIJ22yt_PdYwokRFf4cnErij6k
PARKSIDE RESTAURANT,107-01 CORONA AVENUE,Queens,NY,11368,40.743725104829,-73.856238382915,ChIJi92ZUM5fwokRekBGVkRa6jw
LAVELLE'S ADMIRAL'S CLUB,4515 BROADWAY,Queens,NY,11103,40.757002312956,-73.914799999814,ChIJ4U06Ej1fwokRYKYcf402V2s
NEARY'S PUB,358 EAST   57 STREET,Manhattan,NY,10022,40.758639389205,-73.963748322244,ChIJtYFNwuZYwokRabt0PRBrFyo
NEW YORK PIZZA SUPREMA,413 8 AVENUE,Manhattan,NY,10001,40.750031951553,-73.995040989424,ChIJjaD94kFZwokR-20CXqlpy_4
MEE SUM CAFE,26 PELL STREET,Manhattan,NY,10013,40.714860627928,-73.998199974185,ChIJfXfu_CZawokRsynindnEfPY
NANCY'S RESTAURANT,25541 JAMAICA AVENUE,Queens,NY,11001,40.727412703327,-73.709620966368,ChIJ18Gp7VpiwokRQoNxRqZCy3o
HOP KEE RESTAURANT,21 MOTT STREET,Manhattan,NY,10013,40.71436383248,-73.998784360399,ChIJTVG07iZawokR6lRX9rV0puI
NANCY WHISKEY PUB,1 LISPENARD STREET,Manhattan,NY,10013,40.720539457665,-74.005010921281,ChIJT04J54pZwokR8ScZIBBgLTk
BLARNEY BAR,14609 JAMAICA AVENUE,Queens,NY,11435,40.701803341646,-73.808675609014,ChIJKz2AFMVgwokRiwJYTC0ek5Y
MARGHERITA PIZZA,16304 JAMAICA AVENUE,Queens,NY,11432,40.704667713048,-73.796822882442,ChIJn7RjQyBhwokRoHtQ6fBp7iI
HEALY'S PUB,10807 ROCKAWAY BEACH BOULEVARD,Queens,NY,11694,40.581733753666,-73.830282829448,ChIJkwky3jFowokR8HxUBqiOdfs
FIFTH AVENUE BINGO,416 5 AVENUE,Brooklyn,NY,11215,40.670037593839,-73.985591483957,ChIJyctDtf1awokR37wYwLWGPIo
DENINO'S PIZZERIA TAVERN,524 PORT RICHMOND AVENUE,Staten Island,NY,10302,40.630024412021,-74.140168869243,ChIJO-UIwMVNwokRc5w60Z4FMpo
MICHAEL'S RESTAURANT,2929 AVENUE R,Brooklyn,NY,11229,40.607418586159,-73.943003631919,ChIJ2cccPJlEwokRnkUFMJ3M_-k
KILLARNEY ROSE,80 BEAVER STREET,Manhattan,NY,10005,40.705338706862,-74.008692264913,ChIJQalvcBZawokRGSuWUh6cZiI
DON PEPPE,13558 LEFFERTS BOULEVARD,Queens,NY,11420,40.670258237563,-73.820976082388,ChIJ4Vgyn2tnwokRi3vnVvaHfv8
BLARNEY CASTLE,20224 ROCKAWAY POINT BOULEVARD,Queens,NY,11697,40.560775789189,-73.911783397474,ChIJYS8doUtCwokRYEs3oC4fPNU
ROLL-N-ROASTER,2901 EMMONS AVENUE,Brooklyn,NY,11235,40.58386660862,-73.939690057418,ChIJyZn7GXlEwokR8z0rpM0kTUU
TIO PEPE,168 WEST    4 STREET,Manhattan,NY,10014,40.732056597098,-74.001443280258,ChIJ06Eo6ZNZwokR_ngr5nAD7do
BRENNAN & CARR,3432 NOSTRAND AVENUE,Brooklyn,NY,11229,40.600385883899,-73.94189333042,ChIJIR1zpoREwokR4K-1vhYrzv0
THE PUNCH BOWL,5820 BROADWAY,Bronx,NY,10463,40.885206062282,-73.900573930546,ChIJQegVNqPzwokRJBfBwvZqrY8
JARDIN DE CHINA REST,3737 JUNCTION BOULEVARD,Queens,NY,11368,40.750754804569,-73.870360475566,ChIJ43rlGLlfwokRkwb5mrdsl00
BLARNEY STONE,11 TRINITY PLACE,Manhattan,NY,10006,40.706523941132,-74.013846556301,ChIJWUf6PBFawokRifmCHSgp17w
SHIMONS KOSHER PIZZA,71-24 MAIN STREET,Queens,NY,11367,40.727181176223,-73.822096177766,ChIJpew-iItgwokRF1WUp8APwpU
FASCATI'S PIZZERIA,80 HENRY STREET,Brooklyn,NY,11201,40.698443928676,-73.992545623939,ChIJAxQpsDdawokRVz-rTsNwDSo
LI GRECI'S STAATEN RESTAURANT,697 FOREST AVENUE,Staten Island,NY,10310,40.629475941557,-74.11233734162,ChIJq-b4AW5OwokRPOf5Xq7VWtQ
SHUN LEE PALACE RESTAURANT,155 EAST   55 STREET,Manhattan,NY,10022,40.759376653074,-73.96948371139,ChIJO8Bn7eRYwokRzpiMOXnARiU
TAMAQUA,84 EBONY COURT,Brooklyn,NY,11229,40.59435177089,-73.930156614832,ChIJqRyX_3tDwokRYVLTGbLFzpo
LA FUSTA RESTAURANT,8032 BAXTER AVENUE,Queens,NY,11373,40.744706795371,-73.884569670655,ChIJFx8HV6lfwokRZBepb4QEmX8
RICHMOND COUNTY COUNTRY CLUB,135 FLAGG PLACE,Staten Island,NY,10304,40.58793589848,-74.104072714536,ChIJu1cimoNPwokRVR3oxRVUVa0
LULU'S COFFEE SHOP,1191 CASTLE HILL AVENUE,Bronx,NY,10462,40.831707036899,-73.850999305895,ChIJrTFo48j0wokREh-lN_bawU8
MITCHELL'S RESTAURANT,617A VANDERBILT AVENUE,Brooklyn,NY,11238,40.678850369751,-73.968417476489,ChIJW26mKqRbwokR6Izc28izkfE
DA VINCI PIZZA,6514 18 AVENUE,Brooklyn,NY,11204,40.61897967707,-73.990342864857,ChIJDT7saSJFwokR4SzquhN44KY
MEXICO LINDO RESTAURANT,459 2 AVENUE,Manhattan,NY,10010,40.739644067898,-73.979614944263,ChIJ5Yl_fQlZwokRc5aNVwXCQgg
MARINA DEL REY,2894 SCHURZ AVENUE,Bronx,NY,10465,40.814538549783,-73.815055436186,ChIJa-6o0R6LwokRuZQIloWnauY
BROOME STREET BAR,363 WEST BROADWAY,Manhattan,NY,10013,40.723116860955,-74.003124280993,ChIJEXPuhotZwokRa4EDU1xXe8E
O'HANLON'S PUB,2257 31 STREET,Queens,NY,11105,40.774948266802,-73.912119596608,ChIJ5zSs_mdfwokReKFvC6twfIU
CHARLIES SPORTS BAR,4408 60TH ST,Queens,NY,11377,40.742010527663,-73.904480194358,ChIJQbScbBtfwokRQv6ITr1Wt-c
JG MELON RESTAURANT,1291 3 AVENUE,Manhattan,NY,10021,40.771192500921,-73.959531818288,ChIJORutA8BYwokR6obC5YpaamM
"TAP ROOM, GRAB & GO",180 CENTRAL PARK SOUTH,Manhattan,NY,10019,40.766718222992,-73.978736594767,ChIJkTUkH_dYwokR4WJX186l4Os
COCKTAIL ROOM (NYAC),180 CENTRAL PARK SOUTH,Manhattan,NY,10019,40.766718222992,-73.978736594767,ChIJe8AFBXhZwokR6LfDf9I1Psw
THE FLAME DINER,893 9 AVENUE,Manhattan,NY,10019,40.768431984928,-73.9853426732,ChIJFZlc5FhYwokRbT7uEa40OmY
JACKSON HOLE,232 EAST   64 STREET,Manhattan,NY,10065,40.764309967429,-73.963456427466,ChIJz1Tn8OhYwokR3vYhdkNqVFc
ZUM STAMMTISCH,6946 MYRTLE AVENUE,Queens,NY,11385,40.70186889553,-73.881596583326,ChIJYWfnkHhewokRJg65MA20rGA
BUDDY'S WONDER BAR,17 HARRISON AVENUE,Staten Island,NY,10302,40.636755420817,-74.134937047229,ChIJyUbUR91NwokRD7dOVDks_58
MIMIS RESTAURANT & BAR,984 SECOND AVENUE,Manhattan,NY,10022,40.756216898717,-73.967528807602,ChIJucrMu-NYwokRzSk_xQa9Ck4
LENNY'S CLAM BAR,16103 CROSSBAY BOULEVARD,Queens,NY,11414,40.655550935611,-73.83896749314,ChIJJZUbfH9nwokRB4PiUl_hUls
GRIFFIS FACULTY CLUB,521 EAST   68 STREET,Manhattan,NY,10065,40.764156112386,-73.955283592822,ChIJBSZVvcNYwokRV7_ghSBPvyM
DANI PIZZA AND RESTAURANT,8128 LEFFERTS BOULEVARD,Queens,NY,11415,40.708866954929,-73.830434010524,ChIJCeaFFaVgwokRWbrmlcnEGzY
MCDONALD'S,943 FLATBUSH AVENUE,Brooklyn,NY,11226,40.648723192538,-73.958298253196,ChIJg0sUv0BbwokRtxaW0gw8DTg
CAFE FIORELLO,1900 BROADWAY,Manhattan,NY,10023,40.771511149198,-73.982150446461,ChIJs4mykPVYwokRfQShiIGQbqE
L&B SPUMONI GARDENS,2725 86 STREET,Brooklyn,NY,11223,40.594393518287,-73.981359004171,ChIJqz1lIlVEwokRyXTXxNS4Rb0
AMORE PIZZERIA & RESTAURANT,3027 STRATTON STREET,Queens,NY,11354,40.769658810731,-73.834693968308,ChIJjTFV6wNgwokR3Vtyb77DlCE
THE PATIO,2300 SOUTHERN BOULEVARD,Bronx,NY,10460,40.850536751997,-73.88245508146,ChIJhV2BBYr1wokRyJB4xQNYDz0
ZOO BREWS-BRONX ZOO,2300 SOUTHERN BOULEVARD,Bronx,NY,10460,40.850536751997,-73.88245508146,ChIJNVnWXgD1wokRVJz2kgiCoL4
GRIZZLY GROUNDS,2300 SOUTHERN BOULEVARD,Bronx,NY,10460,40.850536751997,-73.88245508146,ChIJXcW15YX0wokRFEvwb_S6Zac
THE PECKING ORDER,2300 SOUTHERN BOULEVARD,Bronx,NY,10460,40.850536751997,-73.88245508146,ChIJhV2BBYr1wokRyJB4xQNYDz0
SOMBA VILLAGE (BABOON CAFE),2300 SOUTHERN BOULEVARD,Bronx,NY,10460,40.850536751997,-73.88245508146,ChIJXcW15YX0wokRFEvwb_S6Zac
ROADHOUSE RESTAURANT,1402 CLOVE ROAD,Staten Island,NY,10301,40.613366849845,-74.100456725438,ChIJ0_lqqopOwokRffglcNLp948
ELEPHANT & CASTLE,68 GREENWICH AVENUE,Manhattan,NY,10011,40.736313732048,-74.000941800769,ChIJM0rq2JVZwokRDlxoPRqwCWs
MILL BASIN KOSHER DELI,5823 AVENUE T,Brooklyn,NY,11234,40.615314177459,-73.918410519092,ChIJOfPzdkZDwokRp-inFN4jIeE
OYSTER BAR,0 GRAND CENTRAL TERMINAL,Manhattan,NY,10017,40.752513822619,-73.977304639681,ChIJR9legAFZwokRa1s5gcFXPZw
CHERRY TAVERN,441 EAST    6 STREET,Manhattan,NY,10009,40.72599520843,-73.985196904415,ChIJc2yQSp1ZwokRjcWYA96Gmzg
COLONNADE DINER,2001 HYLAN BOULEVARD,Staten Island,NY,10306,40.581163905657,-74.098543291202,ChIJ5Uh5SshOwokRzDO_GIHhjF8
RED FLAME DINER,67 WEST   44 STREET,Manhattan,NY,10036,40.755627203336,-73.981938150269,ChIJs5kQ9P9YwokR0-5r5j2SiR4
MAGGIE'S PLACE,21 EAST   47 STREET,Manhattan,NY,10017,40.75615887998,-73.977386411729,ChIJXWx8eP5YwokRCclAhRLMks0
BRADY'S BAR,1583 2 AVENUE,Manhattan,NY,10028,40.775433620871,-73.953532090009,ChIJwXsOq75YwokR-a3vffsB8gM
JIMMY'S CORNER,140 WEST   44 STREET,Manhattan,NY,10036,40.756612923674,-73.984331004337,ChIJqz-3FVVYwokRo_z9ZJDCM3g
IL CORTILE RESTAURANT,123 MULBERRY STREET,Manhattan,NY,10013,40.717890850638,-73.99810609883,ChIJOQ8A1IlZwokRd4ZMRvOMQ3o
DENNY'S PUB,106 BEVERLY ROAD,Brooklyn,NY,11218,40.642931856285,-73.978869881609,ChIJCetWGSlbwokR3PEEmWQ_lNs
MARIES CRISIS CAFE,59 GROVE STREET,Manhattan,NY,10014,40.733135251667,-74.003287124204,ChIJIWNZgJNZwokRsOATqnluSIk
NEW PARKWAY RESTAURANT,7504 13 AVENUE,Brooklyn,NY,11228,40.620195775133,-74.00754646331,ChIJ-_43HkBFwokRwMZ1q8gP7Pc
CAFE RIAZOR,245 WEST   16 STREET,Manhattan,NY,10011,40.740439115543,-74.000025260594,ChIJG220KbxZwokRHjswHYJpZb8
RAOULS,180 PRINCE STREET,Manhattan,NY,10012,40.726320028034,-74.002034849311,ChIJBUwsto1ZwokRsW3Dy0Y1cO0
THE BROOK,111 EAST   54 STREET,Manhattan,NY,10022,40.759426587413,-73.971541211282,ChIJycCGNftYwokRQY8HkabDp1k
MARBELLA RESTAURANT,22033 NORTHERN BOULEVARD,Queens,NY,11361,40.761601625705,-73.760759718274,ChIJN57WvuJhwokRSJvUHq360O0
P.J.' S,18925 UNION TURNPIKE,Queens,NY,11366,40.729537226386,-73.779969217943,ChIJS-k786ZhwokRwbTzqzv4OzA
DOUBLES CLUB,783 5 AVENUE,Manhattan,NY,10022,40.764532145131,-73.972809729679,ChIJx8gpa_BYwokR7bF7UzsShpY
HATSUHANA RESTAURANT,17 EAST   48 STREET,Manhattan,NY,10017,40.756891688533,-73.977173198465,ChIJw47zKvxYwokRgD1Zt5Licyo
VALENTINO'S PIZZA,7147 KISSENA BOULEVARD,Queens,NY,11367,40.728528733563,-73.815074973898,ChIJh_bMU_RgwokRS_6hMbmbdcM
VIAND COFFEE SHOP,673 MADISON AVENUE,Manhattan,NY,10065,40.764924053413,-73.970416146817,ChIJXz3lxO9YwokRnSqS_Lpt4ss
STEVE'S COFFEE SHOP,4034 162 ST,Queens,NY,11358,40.761746413664,-73.803802767367,ChIJwQMLqi9gwokRHMPkQa1AYf8
JODY'S CLUB,372 FOREST AVENUE,Staten Island,NY,10301,40.63100906274,-74.101895649669,ChIJ9R9XYGpOwokRUEmXJhtW0mU
REIF'S TAVERN,302 EAST   92 STREET,Manhattan,NY,10128,40.781511138984,-73.948577300186,ChIJAW4Ub6VYwokRsUbtg17_8P8
WHITESTONE LANES,3005 WHITESTONE EXPRESSWAY,Queens,NY,11354,40.770708647549,-73.833720179111,ChIJm3klDgBhwokRZznlH0Qft-w
JOHN'S PIZZERIA,8502 GRAND AVENUE,Queens,NY,11373,40.734921850516,-73.882013926505,ChIJi0aiQVFewokRbkOlANqMQ-E
SEASHORE RESTAURANT,591 CITY ISLAND AVENUE,Bronx,NY,10464,40.854116926666,-73.790573593575,ChIJEYbUenyMwokRwlydycwoZJw
CAFFE REGGIO,119 MAC DOUGAL STREET,Manhattan,NY,10012,40.730206634013,-74.000317512808,ChIJr4J2gZFZwokRA2y5p4UfH8I
CAFE UN DEUX TROIS,123 WEST   44 STREET,Manhattan,NY,10036,40.756483871142,-73.98397730097,ChIJt1zga1VYwokR6xt-JzNU3Yg
ARMANDO'S PIZZA,1366 PENNSYLVANIA AVENUE,Brooklyn,NY,11239,40.647983742716,-73.881926814947,ChIJe09NjBxdwokRPnSd1XcmGAs
KNICKERBOCKER BAR & GRILL,33 UNIVERSITY PLACE,Manhattan,NY,10003,40.731968639466,-73.994450594757,ChIJeb6z-JlZwokRiZa4J1J0aGk
THE RIVER CAFE,1 WATER STREET,Brooklyn,NY,11201,40.702959180239,-73.99433760709,ChIJ2QZOdTpawokRU_eN_EPJaX8
MUDVILLE9,126 CHAMBERS STREET,Manhattan,NY,10007,40.715299468091,-74.008790965756,ChIJV1VdJB9awokRsucxnGK_eTE
JOHNNY'S REEF RESTAURANT,2 CITY ISLAND AVENUE,Bronx,NY,10464,40.837664418816,-73.782898935512,ChIJh4kgf4-LwokRNpMUb_r4n70
WHITE CASTLE,846 EMPIRE BOULEVARD,Brooklyn,NY,11213,40.66349139936,-73.932264652274,ChIJeXU_LoJcwokRHDK7L9Rqvys
WHITE CASTLE,2701 BOSTON POST ROAD,Bronx,NY,10467,40.865624074297,-73.862253934582,ChIJzVAe2FzzwokR38h1ZOp2knk
WHITE CASTLE,4302 QUEENS BOULEVARD,Queens,NY,11104,40.743450594604,-73.921327711204,ChIJI2zQCdlewokRYS7uZ4fWzng
FERDINANDO'S RESTAURANT,151 UNION STREET,Brooklyn,NY,11231,40.684124670454,-74.002062401532,ChIJH5K_GVxawokRSbTRZ6HvvWs
MCDONALD'S,701 UTICA AVENUE,Brooklyn,NY,11203,40.656181203396,-73.930844886732,ChIJn97efZxcwokRrPCpHynXomE
VILLA MOSCONI RESTAURANT,69 MACDOUGAL STREET,Manhattan,NY,10012,40.72853780392,-74.001731844504,ChIJdTlCDJJZwokRsWk0mTd4oV8
SPARKS STEAK HOUSE,210 EAST   46 STREET,Manhattan,NY,10017,40.753097308196,-73.972096155466,ChIJY8nVpQJZwokR1SyYE-gyalA
THE DART SPORTS BAR,8318 PARSONS BOULEVARD,Queens,NY,11432,40.715270326351,-73.807698905887,ChIJP5_rtOhgwokRRW-4AhSb5nM
BAMONTE'S RESTAURANT,32 WITHERS STREET,Brooklyn,NY,11211,40.716727740645,-73.951340215867,ChIJxRbhJZbmXIgRXq5i2VErjJ4
JOHN MULLIGAN'S FIRESIDE PUB,4272 KATONAH AVENUE,Bronx,NY,10470,40.89778438017,-73.867218605002,ChIJC8pPQODywokR2zkDrjPHrMs
BURGER KING,22210 NORTHERN BOULEVARD,Queens,NY,11361,40.761859115241,-73.7591993411,ChIJQT_ES_1hwokRXmM8dTJHBa8
EAR INN,326 SPRING STREET,Manhattan,NY,10013,40.725993041785,-74.009301091655,ChIJtSjFCfNZwokRMW-KSzp4o4c
ROSSINI'S,108 EAST   38 STREET,Manhattan,NY,10016,40.749349425399,-73.978940662754,ChIJV6mJyQZZwokRPoUsJJjsgoI
THREE GUY'S RESTAURANT,960 MADISON AVENUE,Manhattan,NY,10021,40.773974376779,-73.963841035522,ChIJaeIHjZRYwokRyAKp5S2vpe0
SMITH & WOLLENSKY,201 EAST   49 STREET,Manhattan,NY,10017,40.755051274002,-73.970875339288,ChIJSRfEz-JYwokRJPv5jzaGA0k
MCDONALD'S,16011 WILLETS POINT BOULEVARD,Queens,NY,11357,40.7806191184,-73.802039011533,ChIJ_eytEI-KwokRgdGe285gQBI
OLIVE TREE CAFE & COMEDY CELLAR,117 MAC DOUGAL STREET,Manhattan,NY,10012,40.730129780372,-74.000386066263,ChIJmzPYgJFZwokRUX8NSi3feBk
MANDUCATIS,1327 JACKSON AVENUE,Queens,NY,11101,40.744468029044,-73.948905538843,ChIJEz0N7yVZwokRKrOYsmXkKSY
WEST BANK CAFE,407 WEST   42 STREET,Manhattan,NY,10036,40.758609222912,-73.993051434231,ChIJByRB9FJYwokR7fTtYijEqGE
LA BARAKA RESTAURANT,255-09 NORTHERN BOULEVARD,Queens,NY,11362,40.7720339863,-73.734326533439,ChIJmf02Qe6JwokRSuKrC18NEQU
LIBERMAN'S LUNCHEONETTE,4801 16 AVENUE,Brooklyn,NY,11204,40.631503551354,-73.985008985692,ChIJeyOpjilFwokRcOe1YiPD_iU
ZAFI'S LUNCHEONETTE,500 GRAND STREET,Manhattan,NY,10002,40.714738553101,-73.982605794428,ChIJzYPwsSpawokRJAJtH0MuXfM
LA PALINA RESTAURANT,159 AVENUE O,Brooklyn,NY,11204,40.610776716763,-73.978869293745,ChIJW0BC3-NEwokRCcguDYS9UbI
MARINER INN,3501 AVENUE S,Brooklyn,NY,11234,40.609339406683,-73.9319776615,ChIJeVGvJ15DwokRVs0b55GcWvw
