camis,foursquare_fsq_id,google_place_id
40380657,4a5c00caf964a5201fbc1fe3,ChIJb8HAODVEwokRnY7BCFWIuh0
40380660,3fd66200f964a52042eb1ee3,ChIJx-Dt6JNZwokRhs8twLKl1wM
40380826,4a8ddef7f964a520331120e3,ChIJhcRxEwBZwokRqHOjM6v4JZw
40380996,4a3332f3f964a520139b1fe3,ChIJN64zwAJbwokRoBDiIcNUZ8g
40381551,49f3261bf964a520696a1fe3,ChIJ4wBp3jdawokRZf_Uh0IhaXY
40381720,537822d3498edcf629cebd3d,ChIJz8asT51ZwokRhNF8JQzaLqQ
40382057,4df7c362fa76bd19925b7967,ChIJ2wABZ29FwokRrVIrlcnIPWU
40382652,4c78a45597028cfa05b6d8fe,ChIJvWLFEBiLwokRMtepYyDnhh8
40382802,4ac682f7f964a520c0b420e3,ChIJ3-QbYuFYwokRtlBxHvtvp_s
40383003,4b566539f964a520970e28e3,ChIJsw9jWJhgwokR7ASQwGoz16Y
40383044,4a188c55f964a520c7791fe3,ChIJg5He82BFwokRKnJ0UVMqRCc
40383067,4a99b2b5f964a520e42f20e3,ChIJT6uag51ZwokRBV2vUMM3FWQ
40383147,4bd23c50caff95215f71d2f0,ChIJIQZOb3ZZwokRyF8ODmJo4so
40383281,49f6ee4bf964a520626c1fe3,ChIJ1U4Yc3dhwokRARHDgoiFe8g
40383284,4bc1f7b6461576b025907c32,ChIJfRf6QZSKwokRQE6mJCcg9pg
40383464,3fd66200f964a52066e31ee3,ChIJV7QQ6kdZwokRax4615zpSGU
40383511,3fd66200f964a520ddea1ee3,ChIJ0d55irtYwokRL3L_psDROgY
40383609,4b22f935f964a5205a5124e3,ChIJmemdigFNwokRH292iYWdp9g
40383737,4b22e2a3f964a5207c4f24e3,ChIJi8yV_-JLwokRjQFcQceii04
40383819,55297008498e9286460da191,ChIJq1rdt2LzwokRvnU7AKI34VE
40383825,3fd66200f964a52015eb1ee3,ChIJSeT4tldYwokRxanaa6CWf0U
40384036,4c708fb4d97fa14314adf6ca,ChIJtxzrCf5cwokRXX99AoBIzt0
40384188,44c0ed2df964a520b1351fe3,ChIJEw1TVohZwokRA2vBXEexlVY
40384340,3fd66200f964a520a8e91ee3,ChIJb85ryKFZwokRaCJqC07E0G0
